ticker,year,annual_return_pct
PTTEP,2021,19.03822898980274
PTTEP,2022,43.280679529981136
PTTEP,2023,-7.7418561309370855
PTTEP,2024,-15.336991811765166
PTTEP,2025,-4.383238959005553
PTTEP,2026,22.9485882008146
PTTGC,2016,22.109565909211604
PTTGC,2017,31.655937918435882
PTTGC,2018,-22.425555707612467
PTTGC,2019,-11.465735036271008
PTTGC,2020,22.101102635892577
PTTGC,2021,4.479526787726873
PTTGC,2022,-12.207328576596655
PTTGC,2023,-21.41379844631016
PTTGC,2024,-25.726631533545707
PTTGC,2025,0.8456595891892071
PTTGC,2026,52.623932728780055
RATCH,2016,4.985914724208929
RATCH,2017,11.277767340932087
RATCH,2018,-3.0053482690391875
RATCH,2019,28.68281414220093
RATCH,2020,-18.76802716446273
RATCH,2021,-4.481017276790311
RATCH,2022,8.897849201357033
RATCH,2023,-22.117008456364328
RATCH,2024,4.708717122951223
RATCH,2025,9.864863265678526
RATCH,2026,26.058113187634135
SCB,2022,-5.588229622986396
SCB,2023,9.55768575924305
SCB,2024,23.516946814263797
SCB,2025,21.38306864485169
SCB,2026,23.789704022576586
SCC,2016,18.905009433861863
SCC,2017,-0.7574548121289104
SCC,2018,-7.746198269578408
SCC,2019,-13.135483449790907
SCC,2020,9.487767810046233
SCC,2021,6.533129152977413
SCC,2022,-7.279658921926579
SCC,2023,-7.622696558728725
SCC,2024,-36.11778119617119
SCC,2025,22.638945921300024
SCC,2026,24.80831300448485
SCGP,2020,17.730508729685468
SCGP,2021,51.73873519157593
SCGP,2022,-7.402090140531481
SCGP,2023,-30.132901976007943
SCGP,2024,-36.53990515451314
SCGP,2025,7.469896331629
SCGP,2026,47.55667563010988
TCAP,2016,22.55488432241386
TCAP,2017,23.63049165409048
TCAP,2018,-11.942065819078918
TCAP,2019,12.598965111353655
TCAP,2020,-27.785216804892666
TCAP,2021,27.208842659373488
TCAP,2022,13.028752633101902
TCAP,2023,23.761705383712474
TCAP,2024,6.123208325301044
TCAP,2025,25.350318177858266
TCAP,2026,25.964399069989753
TFG,2016,382.8766626843806
TFG,2017,-11.570755107389674
TFG,2018,-43.04620518358284
TFG,2019,26.62131721412655
TFG,2020,15.385989299544601
TFG,2021,-7.193107635880025
TFG,2022,6.6123890984778555
TFG,2023,-27.785643601871122
TFG,2024,-4.6660106889031105
TFG,2025,61.00615030515959
TFG,2026,128.66391664440968
THAI,2016,175.15151050924072
THAI,2017,-19.53488325099878
THAI,2018,-26.666669459284886
THAI,2019,-48.49623834081647
THAI,2020,-45.04347349750568
THAI,2021,-0.5987973943544334
THAI,2022,0.0
THAI,2023,0.0
THAI,2024,0.0
THAI,2025,109.33734901687404
THAI,2026,-16.615826020020297
TIDLOR,2025,2.464725780956045
TIDLOR,2026,19.20032049114615
TISCO,2016,50.32054921481554
TISCO,2017,52.061843398176144
TISCO,2018,-6.558167517193048
TISCO,2019,29.816942809595524
TISCO,2020,-4.955799905580671
TISCO,2021,11.024787527784618
TISCO,2022,8.287824537364319
TISCO,2023,7.6359002899968775
TISCO,2024,7.774584636783666
TISCO,2025,20.175411091633034
TISCO,2026,20.23391812865498
TLI,2022,-1.9736883392691529
TLI,2023,-30.582435524001816
TLI,2024,49.71648693425519
TLI,2025,-1.0450924923906313
TLI,2026,4.278079548002545
TOP,2016,18.27682314134258
TOP,2017,52.55486917991907
TOP,2018,-31.73750394478656
TOP,2019,-0.17926305457548475
TOP,2020,1.1236009617585863
TOP,2021,-6.93365087557879
TOP,2022,15.883684564965716
TOP,2023,-2.742259547085435
TOP,2024,-44.57268265230942
TOP,2025,45.994541260340704
TOP,2026,47.70258440227262
TRUE,2016,2.3076381037927307
TRUE,2017,-5.343506152561717
TRUE,2018,-22.615294007857567
TRUE,2019,-8.109203849396817
TRUE,2020,-5.379826011085365
TRUE,2021,52.55320636267369
TRUE,2022,1.8523627347029725
TRUE,2023,3.909461217280241
TRUE,2024,83.47108139235773
TRUE,2025,-5.286261543436977
TRUE,2026,22.88216689535374
TTB,2016,-16.552670042716954
TTB,2017,32.25967040630415
TTB,2018,-22.302555050048444
TTB,2019,-11.977377868808315
TTB,2020,-22.49239219205279
TTB,2021,38.88842510941617
TTB,2022,8.447157870627574
TTB,2023,21.48864755917652
TTB,2024,10.864157252966855
TTB,2025,9.607877983239055
TTB,2026,38.86913474241669
TU,2016,17.69378837418092
TU,2017,-1.2456352920313996
