ticker,year,annual_return_pct,lagged_return,degree,weighted_degree,betweenness,closeness,eigenvector,pagerank,ministry_Agriculture,ministry_Commerce,ministry_Digital Economy,ministry_Energy,ministry_Finance,ministry_Industry,ministry_Interior,ministry_Public Health,ministry_Tourism & Sports,ministry_Transport,ticker_ministry,cabinet_no,party_coalition,party_core,party_independent,party_none,budget_yoy_pct
EGCO,2025,8.751607238030035,-6.108675213729631,0.0169491525423728,0.497,0.0,0.1061164333087693,0.2679153524566774,0.0139654298502305,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,64,True,False,False,False,2.7250032529895885
EGCO,2026,15.184316299018665,8.751607238030035,0.0169491525423728,0.497,0.0,0.1061164333087693,0.2679153524566774,0.0139654298502305,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,66,False,True,False,False,-1.8504493043038583
GPSC,2017,107.9282810810716,70.44214022517752,0.0169491525423728,0.1,0.0,0.1061164333087693,0.0539065095486272,0.0048955664181634,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,61,False,False,False,True,2.314652336421208
GPSC,2018,-28.54015877539865,107.9282810810716,0.0169491525423728,0.1,0.0,0.1061164333087693,0.0539065095486272,0.0048955664181634,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,61,False,False,False,True,8.190805078415565
GPSC,2019,56.41465006649671,-28.54015877539865,0.0169491525423728,0.1,0.0,0.1061164333087693,0.0539065095486272,0.0048955664181634,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,61,False,False,False,True,3.592628163338518
GPSC,2020,-10.516780584571071,56.41465006649671,0.0169491525423728,0.1,0.0,0.1061164333087693,0.0539065095486272,0.0048955664181634,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,62,False,True,False,False,-6.949029121466688
GPSC,2021,15.649700184272495,-10.516780584571071,0.0169491525423728,0.1,0.0,0.1061164333087693,0.0539065095486272,0.0048955664181634,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,62,False,False,True,False,6.4514842349212564
GPSC,2022,-5.173986206618652,15.649700184272495,0.0169491525423728,0.1,0.0,0.1061164333087693,0.0539065095486272,0.0048955664181634,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,62,False,False,True,False,18.791024566465687
GPSC,2023,-28.7415302726153,-5.173986206618652,0.0169491525423728,0.1,0.0,0.1061164333087693,0.0539065095486272,0.0048955664181634,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,62,False,False,True,False,-0.2751189690922473
GPSC,2024,-20.898207495493736,-28.7415302726153,0.0169491525423728,0.1,0.0,0.1061164333087693,0.0539065095486272,0.0048955664181634,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,63,True,False,False,False,2.754549984514809
