ticker,year,annual_return_pct,lagged_return,degree,weighted_degree,betweenness,closeness,eigenvector,pagerank,ministry_Agriculture,ministry_Commerce,ministry_Digital Economy,ministry_Energy,ministry_Finance,ministry_Industry,ministry_Interior,ministry_Public Health,ministry_Tourism & Sports,ministry_Transport
HMPRO,2020,-4.026285305384159,4.863233325734861,0.01694915254237288,0.583,0.0,0.05546995377503852,1.0647770840033482e-22,0.012717353626534048,False,True,False,False,False,False,False,False,False,False
HMPRO,2021,8.283864439389689,-4.026285305384159,0.01694915254237288,0.583,0.0,0.05546995377503852,1.0647770840033482e-22,0.012717353626534048,False,True,False,False,False,False,False,False,False,False
HMPRO,2022,12.651039749219706,8.283864439389689,0.01694915254237288,0.583,0.0,0.05546995377503852,1.0647770840033482e-22,0.012717353626534048,False,True,False,False,False,False,False,False,False,False
HMPRO,2023,-15.831432553743586,12.651039749219706,0.01694915254237288,0.583,0.0,0.05546995377503852,1.0647770840033482e-22,0.012717353626534048,False,True,False,False,False,False,False,False,False,False
HMPRO,2024,-6.995742442404096,-15.831432553743586,0.01694915254237288,0.583,0.0,0.05546995377503852,1.0647770840033482e-22,0.012717353626534048,False,True,False,False,False,False,False,False,False,False
HMPRO,2025,-20.17649658581716,-6.995742442404096,0.01694915254237288,0.583,0.0,0.05546995377503852,1.0647770840033482e-22,0.012717353626534048,False,True,False,False,False,False,False,False,False,False
HMPRO,2026,-2.976586820860816,-20.17649658581716,0.01694915254237288,0.583,0.0,0.05546995377503852,1.0647770840033482e-22,0.012717353626534048,False,True,False,False,False,False,False,False,False,False
IVL,2017,55.48766455806313,62.27956559633723,0.01694915254237288,0.268,0.0,0.10611643330876935,0.14446944559032104,0.008733695024176749,False,False,False,True,False,False,False,False,False,False
IVL,2018,-0.4060955164476576,55.48766455806313,0.01694915254237288,0.268,0.0,0.10611643330876935,0.14446944559032104,0.008733695024176749,False,False,False,True,False,False,False,False,False,False
IVL,2019,-24.452388448336016,-0.4060955164476576,0.01694915254237288,0.268,0.0,0.10611643330876935,0.14446944559032104,0.008733695024176749,False,False,False,True,False,False,False,False,False,False
IVL,2020,33.46595580563883,-24.452388448336016,0.01694915254237288,0.268,0.0,0.10611643330876935,0.14446944559032104,0.008733695024176749,False,False,False,True,False,False,False,False,False,False
IVL,2021,26.217489580334963,33.46595580563883,0.01694915254237288,0.268,0.0,0.10611643330876935,0.14446944559032104,0.008733695024176749,False,False,False,True,False,False,False,False,False,False
IVL,2022,-11.384190454257602,26.217489580334963,0.01694915254237288,0.268,0.0,0.10611643330876935,0.14446944559032104,0.008733695024176749,False,False,False,True,False,False,False,False,False,False
IVL,2023,-30.115670386372773,-11.384190454257602,0.01694915254237288,0.268,0.0,0.10611643330876935,0.14446944559032104,0.008733695024176749,False,False,False,True,False,False,False,False,False,False
IVL,2024,8.777404285874347,-30.115670386372773,0.01694915254237288,0.268,0.0,0.10611643330876935,0.14446944559032104,0.008733695024176749,False,False,False,True,False,False,False,False,False,False
IVL,2025,-27.430900230284617,8.777404285874347,0.01694915254237288,0.268,0.0,0.10611643330876935,0.14446944559032104,0.008733695024176749,False,False,False,True,False,False,False,False,False,False
IVL,2026,21.789756431030515,-27.430900230284617,0.01694915254237288,0.268,0.0,0.10611643330876935,0.14446944559032104,0.008733695024176749,False,False,False,True,False,False,False,False,False,False
KBANK,2017,25.63905208535169,7.23152587027831,0.01694915254237288,0.581,0.0,0.10611643330876935,0.0005643396409852761,0.01531302424314354,False,False,False,False,True,False,False,False,False,False
KBANK,2018,-17.908127075959822,25.63905208535169,0.01694915254237288,0.581,0.0,0.10611643330876935,0.0005643396409852761,0.01531302424314354,False,False,False,False,True,False,False,False,False,False
KBANK,2019,-22.872540489529914,-17.908127075959822,0.01694915254237288,0.581,0.0,0.10611643330876935,0.0005643396409852761,0.01531302424314354,False,False,False,False,True,False,False,False,False,False
KBANK,2020,-15.783187522002018,-22.872540489529914,0.01694915254237288,0.581,0.0,0.10611643330876935,0.0005643396409852761,0.01531302424314354,False,False,False,False,True,False,False,False,False,False
KBANK,2021,14.371866697445055,-15.783187522002018,0.01694915254237288,0.581,0.0,0.10611643330876935,0.0005643396409852761,0.01531302424314354,False,False,False,False,True,False,False,False,False,False
KBANK,2022,0.7721343624240484,14.371866697445055,0.01694915254237288,0.581,0.0,0.10611643330876935,0.0005643396409852761,0.01531302424314354,False,False,False,False,True,False,False,False,False,False
KBANK,2023,-4.0624671124713245,0.7721343624240484,0.01694915254237288,0.581,0.0,0.10611643330876935,0.0005643396409852761,0.01531302424314354,False,False,False,False,True,False,False,False,False,False
KBANK,2024,37.36065930432992,-4.0624671124713245,0.01694915254237288,0.581,0.0,0.10611643330876935,0.0005643396409852761,0.01531302424314354,False,False,False,False,True,False,False,False,False,False
KBANK,2025,31.31556559439812,37.36065930432992,0.01694915254237288,0.581,0.0,0.10611643330876935,0.0005643396409852761,0.01531302424314354,False,False,False,False,True,False,False,False,False,False
KBANK,2026,32.95454545454546,31.31556559439812,0.01694915254237288,0.581,0.0,0.10611643330876935,0.0005643396409852761,0.01531302424314354,False,False,False,False,True,False,False,False,False,False
KKP,2017,51.606297938483216,62.13153862527079,0.01694915254237288,0.345,0.0,0.10611643330876935,0.0003351070157313601,0.010153496305405605,False,False,False,False,True,False,False,False,False,False
KKP,2018,-13.256116179721522,51.606297938483216,0.01694915254237288,0.345,0.0,0.10611643330876935,0.0003351070157313601,0.010153496305405605,False,False,False,False,True,False,False,False,False,False
KKP,2019,2.8807228522089945,-13.256116179721522,0.01694915254237288,0.345,0.0,0.10611643330876935,0.0003351070157313601,0.010153496305405605,False,False,False,False,True,False,False,False,False,False
KKP,2020,-19.382343299137407,2.8807228522089945,0.01694915254237288,0.345,0.0,0.10611643330876935,0.0003351070157313601,0.010153496305405605,False,False,False,False,True,False,False,False,False,False
KKP,2021,13.38728256659305,-19.382343299137407,0.01694915254237288,0.345,0.0,0.10611643330876935,0.0003351070157313601,0.010153496305405605,False,False,False,False,True,False,False,False,False,False
KKP,2022,12.097338730220631,13.38728256659305,0.01694915254237288,0.345,0.0,0.10611643330876935,0.0003351070157313601,0.010153496305405605,False,False,False,False,True,False,False,False,False,False
KKP,2023,-22.94432483004373,12.097338730220631,0.01694915254237288,0.345,0.0,0.10611643330876935,0.0003351070157313601,0.010153496305405605,False,False,False,False,True,False,False,False,False,False
KKP,2024,14.462135639343533,-22.94432483004373,0.01694915254237288,0.345,0.0,0.10611643330876935,0.0003351070157313601,0.010153496305405605,False,False,False,False,True,False,False,False,False,False
KKP,2025,41.91324853717309,14.462135639343533,0.01694915254237288,0.345,0.0,0.10611643330876935,0.0003351070157313601,0.010153496305405605,False,False,False,False,True,False,False,False,False,False
KKP,2026,55.1699521187391,41.91324853717309,0.01694915254237288,0.345,0.0,0.10611643330876935,0.0003351070157313601,0.010153496305405605,False,False,False,False,True,False,False,False,False,False
KTB,2017,5.6410795163100325,6.37018265863718,0.01694915254237288,0.356,0.0,0.10611643330876935,0.00034579158724743245,0.010393982777079832,False,False,False,False,True,False,False,False,False,False
KTB,2018,-0.6896421467374014,5.6410795163100325,0.01694915254237288,0.356,0.0,0.10611643330876935,0.00034579158724743245,0.010393982777079832,False,False,False,False,True,False,False,False,False,False
KTB,2019,-13.988400654953017,-0.6896421467374014,0.01694915254237288,0.356,0.0,0.10611643330876935,0.00034579158724743245,0.010393982777079832,False,False,False,False,True,False,False,False,False,False
KTB,2020,-26.44001145965378,-13.988400654953017,0.01694915254237288,0.356,0.0,0.10611643330876935,0.00034579158724743245,0.010393982777079832,False,False,False,False,True,False,False,False,False,False
KTB,2021,17.521447176298576,-26.44001145965378,0.01694915254237288,0.356,0.0,0.10611643330876935,0.00034579158724743245,0.010393982777079832,False,False,False,False,True,False,False,False,False,False
KTB,2022,30.5309692785626,17.521447176298576,0.01694915254237288,0.356,0.0,0.10611643330876935,0.00034579158724743245,0.010393982777079832,False,False,False,False,True,False,False,False,False,False
KTB,2023,9.457892491556642,30.5309692785626,0.01694915254237288,0.356,0.0,0.10611643330876935,0.00034579158724743245,0.010393982777079832,False,False,False,False,True,False,False,False,False,False
KTB,2024,39.138154541688095,9.457892491556642,0.01694915254237288,0.356,0.0,0.10611643330876935,0.00034579158724743245,0.010393982777079832,False,False,False,False,True,False,False,False,False,False
KTB,2025,34.51807330574943,39.138154541688095,0.01694915254237288,0.356,0.0,0.10611643330876935,0.00034579158724743245,0.010393982777079832,False,False,False,False,True,False,False,False,False,False
KTB,2026,56.87120915971844,34.51807330574943,0.01694915254237288,0.356,0.0,0.10611643330876935,0.00034579158724743245,0.010393982777079832,False,False,False,False,True,False,False,False,False,False
KTC,2017,36.32140934801769,64.7945205075104,0.01694915254237288,0.501,0.0,0.10611643330876935,0.00048663366632293177,0.013564031721876443,False,False,False,False,True,False,False,False,False,False
KTC,2018,29.15767635145279,36.32140934801769,0.01694915254237288,0.501,0.0,0.10611643330876935,0.00048663366632293177,0.013564031721876443,False,False,False,False,True,False,False,False,False,False
